Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-08-2019,25,33.2,28.1,66,0,6.2,4,260,2,W 
02-08-2019,25,32.4,28.4,70,0,6.1,4,330,2,C 
03-08-2019,25,32.2,28.3,70,0,6.2,4,300,1,C 
04-08-2019,25,33.4,28.1,62,0,4.2,3,120,1,C 
05-08-2019,25,31.8,28,68,,5.8,5,290,2,C 
06-08-2019,24,31.2,26.6,60,0,5.8,4,310,1,C 
07-08-2019,24,33.2,27.8,61,0,6.2,4,60,1,C 
08-08-2019,25,31.8,27.7,63,0,6,3,260,1,C 
09-08-2019,24,31.8,27.5,72,,4.2,5,160,2,C 
10-08-2019,25,32,27.9,70,0,4.8,3,280,1,C 
11-08-2019,25,32.4,27.9,71,0,6,5,340,2,C 
12-08-2019,26,33.4,28.6,66,0,5.8,4,300,1,C 
13-08-2019,25,33.4,29,70,0,6,4,80,2,C 
14-08-2019,26,32.4,28.6,73,0,7.1,4,60,2,C 
15-08-2019,26,32,28.6,74,0,4,4,280,2,C 
16-08-2019,27,32,28.6,71,0,5.3,3,230,1,C 
17-08-2019,27,32.4,28.9,72,0,1,7,330,2,C 
18-08-2019,25,33.4,28.2,66,0,3.3,4,50,1,C 
19-08-2019,25,31.6,27.5,70,0,6.5,5,330,1,C 
20-08-2019,25,32.6,28.3,62,0,6.5,4,300,1,C 
21-08-2019,26,33.6,29.4,63,,5.5,6,60,2,C 
22-08-2019,26,32,28.8,70,0,6.6,4,330,1,C 
23-08-2019,26,31.4,28.3,72,0,3.5,4,330,2,C 
24-08-2019,25,31.8,28,69,0,5.5,3,60,1,C 
25-08-2019,26,31.6,28,68,0,6.6,4,310,1,C 
26-08-2019,26,32.2,28.4,70,0,6.8,7,330,2,C 
27-08-2019,26,32,28.6,74,0,3.2,4,290,1,C 
28-08-2019,27,32.5,28.7,76,0,6.3,4,170,1,C 
29-08-2019,25,33.6,28.9,70,0,3.9,3,300,1,C 
30-08-2019,25,33.4,29.2,69,0,5,5,100,2,C 
31-08-2019,25,32.6,27.7,69,0,7,4,140,1,C 
01-09-2019,25,32.5,28.1,72,0,7,4,170,1,C 
