Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-07-2019,26,33.4,28.7,70,0,6.6,4,80,1,C 
02-07-2019,25,33,28.7,68,0,6.5,4,160,1,C 
03-07-2019,26,33.4,28.8,72,0,6.2,4,230,1,C 
04-07-2019,26,32.4,29,75,,6,5,280,1,C 
05-07-2019,25,33,29.5,70,0,3,4,70,1,C 
06-07-2019,25,33.6,29.3,72,0,2.6,3,90,1,C 
07-07-2019,27,33.2,29.2,72,0,6.5,4,150,2,E 
08-07-2019,26,33.8,29,72,0,5.2,5,80,2,C 
09-07-2019,26,33.2,28.7,75,,6.3,4,300,1,C 
10-07-2019,25,32.4,27.9,76,0,5.5,5,60,2,C 
11-07-2019,25,32.8,28.4,68,0,6.1,4,210,1,C 
12-07-2019,26,33.4,29.4,61,,6.5,4,260,1,C 
13-07-2019,26,32.4,28.3,70,0,6.2,6,300,2,C 
14-07-2019,26,31.4,28.2,68,0,5.8,3,20,1,C 
15-07-2019,24,31.6,27.4,66,0,3,3,100,1,C 
16-07-2019,25,32.2,28.1,64,0,6,5,290,1,C 
17-07-2019,24,32.4,27.4,64,0,6.4,4,330,1,C 
18-07-2019,24,33.4,28.1,62,0,6.2,3,120,1,C 
19-07-2019,25,34,29.9,62,0,6.3,4,90,1,C 
20-07-2019,27,32.8,29.8,68,0,3.6,6,300,2,C 
21-07-2019,27,33.4,29.2,68,0,4.2,3,20,1,C 
22-07-2019,27,32.2,29.3,72,0,6.5,5,320,1,C 
23-07-2019,26,33.6,29,59,0,4.5,4,110,2,C 
24-07-2019,26,33,29.3,60,0,6.3,3,250,1,C 
25-07-2019,25,32.4,28.5,68,0,5.5,4,20,2,E 
26-07-2019,25,32.6,28.2,70,0,6.5,5,330,2,C 
27-07-2019,26,32.4,28.2,72,0,6.2,4,260,1,C 
28-07-2019,25,31.8,28.7,71,,6,4,310,1,C 
29-07-2019,27,31.4,28.6,74,0,6.2,7,310,1,C 
30-07-2019,26,32.6,28.5,69,0,5.2,5,320,1,C 
31-07-2019,25,34,28.8,65,0,5,5,270,1,C 
01-08-2019,25,33.2,28.1,66,0,6.2,4,260,2,W 
