Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-10-2019,26,32.4,28.6,70,0,6.3,4,330,1,C 
02-10-2019,26,32.8,29.3,70,0,7.5,5,300,1,C 
03-10-2019,27,32.2,29.3,71,,8,6,320,2,C 
04-10-2019,27,34.2,29.8,66,,6.5,6,100,2,C 
05-10-2019,26,35,29.7,61,0,8.8,3,60,1,C 
06-10-2019,27,34,29.6,61,0,8,3,90,1,C 
07-10-2019,25,34.2,29.9,59,0,6.8,7,40,2,C 
08-10-2019,27,32.6,29.3,68,0,6.3,4,320,2,C 
09-10-2019,26,32.8,29,73,1,7.8,5,280,1,C 
10-10-2019,25,32.4,28.8,75,0,8.5,8,290,2,C 
11-10-2019,27,33.6,29.8,66,0,6,4,200,1,C 
12-10-2019,25,32.4,29.4,70,0,6,7,330,2,C 
13-10-2019,26,32.4,29,70,0,6.2,5,310,2,C 
14-10-2019,27,32.8,29.3,72,0,5.7,3,80,1,C 
15-10-2019,27,31.8,29.5,70,0,7,3,100,1,C 
16-10-2019,26,32.8,29.4,67,0,7.5,3,120,1,C 
17-10-2019,26,32.2,29.6,71,,6,7,360,1,C 
18-10-2019,27,32.2,29.4,71,0,6.2,6,310,1,C 
19-10-2019,27,33,30,71,0,5.4,5,80,1,C 
20-10-2019,27,34,29.5,70,0,7.8,4,20,1,C 
21-10-2019,26,34.8,30.7,65,0,7,3,150,1,C 
22-10-2019,26,34.6,30.3,66,,7.8,4,360,1,C 
23-10-2019,27,34,30.4,64,0,9,5,290,1,C 
24-10-2019,27,33.6,29.9,68,0,8.2,4,280,1,C 
25-10-2019,27,33.8,30.2,71,,8.6,4,180,2,C 
26-10-2019,27,33.8,29.5,72,0,8,8,330,2,C 
27-10-2019,27,32,29.3,74,0,8,5,290,1,C 
28-10-2019,27,32.4,29.3,73,0,2.7,4,90,1,C 
29-10-2019,26,32.6,29.3,73,0,5,4,90,1,C 
30-10-2019,26,33,29.2,70,,6,8,330,2,C 
31-10-2019,27,32.6,29.7,68,0,8,6,300,2,NW
01-11-2019,27,34.4,28.3,75,0,7.8,5,280,2,C 
