Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-12-2019,26,33.8,29.9,76,8.5,5.5,4,320,1,C 
02-12-2019,27,33.8,30.1,73,8.6,9,6,340,2,C 
03-12-2019,27,33.4,30,72,0,5,5,290,2,C 
04-12-2019,26,33,29.9,76,0,6,8,140,2,C 
05-12-2019,25,32,29.1,78,16.5,7.2,7,280,2,C 
06-12-2019,27,31,28.7,82,22.5,5.7,5,200,1,C 
07-12-2019,25,32.4,27.8,81,1.5,0.2,7,330,2,C 
08-12-2019,26,31.6,28.6,81,8888,0,6,280,2,C 
09-12-2019,27,33,29.4,75,0,8,6,310,2,C 
10-12-2019,27,30.6,28.5,77,0,7.3,5,320,1,C 
11-12-2019,26,33,28.1,77,0,0,6,260,2,C 
12-12-2019,25,29.6,27.2,83,8888,5,6,110,1,C 
13-12-2019,26,31.8,28.6,78,0.8,1.2,6,300,2,C 
14-12-2019,26,32,29,73,0,3,6,330,2,C 
15-12-2019,27,32,29.4,74,0,6.3,4,290,1,C 
16-12-2019,27,31.6,28.8,80,0,4.7,5,290,1,C 
17-12-2019,25,31.8,26.9,87,4.2,0,6,290,1,C 
18-12-2019,25,33.2,28.8,78,40,2.2,4,40,1,C 
19-12-2019,26,32.6,28.7,80,0,8.4,4,290,1,C 
20-12-2019,26,33,29.2,70,0,4.7,3,250,1,C 
21-12-2019,25,32.2,29.3,72,,5,7,310,2,C 
22-12-2019,25,32.4,27.5,86,24.5,5.5,5,300,1,C 
23-12-2019,25,32.8,28.2,82,4.8,3.8,6,250,2,C 
24-12-2019,25,32.6,28.7,74,16,4.9,3,300,1,C 
25-12-2019,25,29.8,26.3,92,38,6.5,3,320,0,C 
26-12-2019,25,31.6,27.9,82,27.4,0.2,3,280,1,C 
27-12-2019,26,31.6,27.3,85,3,3.6,4,260,1,C 
28-12-2019,25,30.2,26.9,86,36.5,2.5,7,300,2,C 
29-12-2019,25,30.2,27.5,84,10.2,2.7,4,130,1,C 
30-12-2019,25,32.6,28.9,75,0.8,1,6,260,2,C 
31-12-2019,26,31.2,27.6,83,0,9,5,300,2,NW
01-01-2020,25,28.8,26.8,90,145.3,4.5,3,290,1,C 
