nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
P.A. Marina Ancol ,Laut,-6.125585,106.830154,2019-07-01 00:00:11,2000,Status : Siaga 2
Pompa Pasar Ikan,Laut,-6.126132,106.809783,2019-07-01 01:40:00,1800,Status : Siaga 3
P.A. Pluit,Waduk Pluit,-6.10907603055,106.796648987,2019-07-01 01:40:00,-1950,Status : Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,2019-07-01 01:07:20,500,Status : Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,2019-07-01 01:30:00,180,Status : Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,2019-07-01 01:40:00,380,Status : Normal
PS. Sunter Hulu,Sunter,,,2019-06-30 22:32:28,500,Status : Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,2019-07-01 01:40:00,4580,Status : Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,2019-07-01 01:40:00,340,Status : Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,2019-06-30 21:25:33,600,Status : Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,2019-07-01 01:07:44,1800,Status : Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,2019-07-01 01:40:00,2650,Status : Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,2019-07-01 01:40:00,1500,Status : Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,2019-07-01 01:40:00,1890,Status : Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,2019-06-30 12:37:46,1400,Status : Siaga 3
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,2019-07-01 02:10:00,70,Status : Normal
PS. Depok,Ciliwung,-6.40042,106.831524,2019-07-01 01:07:28,800,Status : Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,2019-07-01 01:06:18,5600,Status : Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,2019-07-01 01:07:02,300,Status : Normal
Pompa Cideng,Krukut,-6.173271,106.806351,2019-07-01 02:10:00,300,Status : Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,2019-07-01 02:10:00,2400,Status : Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,2019-07-01 00:00:11,2000,Status : Siaga 2
Pompa Pasar Ikan,Laut,-6.126132,106.809783,2019-07-01 02:10:00,1730,Status : Siaga 3
P.A. Pluit,Waduk Pluit,-6.10907603055,106.796648987,2019-07-01 02:10:00,-1940,Status : Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,2019-07-01 01:07:20,500,Status : Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,2019-07-01 02:10:00,180,Status : Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,2019-07-01 02:10:00,390,Status : Normal
PS. Sunter Hulu,Sunter,,,2019-06-30 22:32:28,500,Status : Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,2019-07-01 02:10:00,4580,Status : Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,2019-07-01 02:10:00,480,Status : Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,2019-06-30 21:25:33,600,Status : Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,2019-07-01 01:07:44,1800,Status : Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,2019-07-01 02:10:00,2650,Status : Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,2019-07-01 02:10:00,1500,Status : Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,2019-07-01 02:10:00,1890,Status : Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,2019-06-30 12:37:46,1400,Status : Siaga 3
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,2019-07-01 02:40:00,70,Status : Normal
PS. Depok,Ciliwung,-6.40042,106.831524,2019-07-01 01:07:28,800,Status : Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,2019-07-01 01:06:18,5600,Status : Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,2019-07-01 01:07:02,300,Status : Normal
Pompa Cideng,Krukut,-6.173271,106.806351,2019-07-01 02:40:00,310,Status : Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,2019-07-01 02:40:00,2400,Status : Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,2019-07-01 00:00:11,2000,Status : Siaga 2
Pompa Pasar Ikan,Laut,-6.126132,106.809783,2019-07-01 02:40:00,1660,Status : Normal
P.A. Pluit,Waduk Pluit,-6.10907603055,106.796648987,2019-07-01 02:40:00,-1940,Status : Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,2019-07-01 01:07:20,500,Status : Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,2019-07-01 02:40:00,170,Status : Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,2019-07-01 02:40:00,400,Status : Normal
PS. Sunter Hulu,Sunter,,,2019-06-30 22:32:28,500,Status : Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,2019-07-01 02:40:00,4580,Status : Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,2019-07-01 02:40:00,410,Status : Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,2019-06-30 21:25:33,600,Status : Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,2019-07-01 01:07:44,1800,Status : Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,2019-07-01 02:40:00,2640,Status : Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,2019-07-01 02:40:00,1510,Status : Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,2019-07-01 02:40:00,1890,Status : Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,2019-06-30 12:37:46,1400,Status : Siaga 3
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,2019-07-01 03:40:00,40,Status : Normal
PS. Depok,Ciliwung,-6.40042,106.831524,2019-07-01 01:07:28,800,Status : Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,2019-07-01 03:08:08,5600,Status : Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,2019-07-01 01:07:02,300,Status : Normal
Pompa Cideng,Krukut,-6.173271,106.806351,2019-07-01 03:40:00,330,Status : Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,2019-07-01 03:40:00,2400,Status : Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,2019-07-01 03:06:33,1690,Status : Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,2019-07-01 03:40:00,1520,Status : Normal
P.A. Pluit,Waduk Pluit,-6.10907603055,106.796648987,2019-07-01 03:40:00,-1950,Status : Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,2019-07-01 01:07:20,500,Status : Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,2019-07-01 03:40:00,170,Status : Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,2019-07-01 03:40:00,410,Status : Normal
PS. Sunter Hulu,Sunter,,,2019-06-30 22:32:28,500,Status : Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,2019-07-01 03:40:00,4570,Status : Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,2019-07-01 03:40:00,300,Status : Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,2019-06-30 21:25:33,600,Status : Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,2019-07-01 02:00:47,1800,Status : Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,2019-07-01 03:40:00,2640,Status : Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,2019-07-01 03:40:00,1380,Status : Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,2019-07-01 03:40:00,1710,Status : Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,2019-06-30 12:37:46,1400,Status : Siaga 3
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,2019-07-01 04:10:00,60,Status : Normal
PS. Depok,Ciliwung,-6.40042,106.831524,2019-07-01 03:06:06,800,Status : Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,2019-07-01 03:08:08,5600,Status : Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,2019-07-01 02:00:47,300,Status : Normal
Pompa Cideng,Krukut,-6.173271,106.806351,2019-07-01 04:10:00,340,Status : Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,2019-07-01 04:10:00,2400,Status : Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,2019-07-01 03:06:33,1690,Status : Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,2019-07-01 04:10:00,1480,Status : Normal
P.A. Pluit,Waduk Pluit,-6.10907603055,106.796648987,2019-07-01 04:10:00,-1950,Status : Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,2019-07-01 03:05:17,500,Status : Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,2019-07-01 04:10:00,160,Status : Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,2019-07-01 04:10:00,410,Status : Normal
PS. Sunter Hulu,Sunter,,,2019-06-30 22:32:28,500,Status : Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,2019-07-01 04:10:00,4560,Status : Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,2019-07-01 04:10:00,270,Status : Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,2019-06-30 21:25:33,600,Status : Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,2019-07-01 03:06:55,300,Status : Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,2019-07-01 04:10:00,2640,Status : Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,2019-07-01 04:10:00,1330,Status : Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,2019-07-01 04:10:00,1620,Status : Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,2019-06-30 12:37:46,1400,Status : Siaga 3
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,2019-07-01 04:40:00,0,Status : Normal
PS. Depok,Ciliwung,-6.40042,106.831524,2019-07-01 03:06:06,800,Status : Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,2019-07-01 03:08:08,5600,Status : Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,2019-07-01 04:16:31,300,Status : Normal
Pompa Cideng,Krukut,-6.173271,106.806351,2019-07-01 04:40:00,350,Status : Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,2019-07-01 04:40:00,2400,Status : Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,2019-07-01 03:06:33,1690,Status : Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,2019-07-01 04:40:00,1400,Status : Normal
P.A. Pluit,Waduk Pluit,-6.10907603055,106.796648987,2019-07-01 04:40:00,-1950,Status : Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,2019-07-01 03:05:17,500,Status : Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,2019-07-01 04:40:00,160,Status : Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,2019-07-01 04:40:00,410,Status : Normal
PS. Sunter Hulu,Sunter,,,2019-06-30 22:32:28,500,Status : Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,2019-07-01 04:40:00,4550,Status : Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,2019-07-01 04:40:00,280,Status : Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,2019-06-30 21:25:33,600,Status : Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,2019-07-01 04:15:44,300,Status : Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,2019-07-01 04:40:00,2640,Status : Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,2019-07-01 04:40:00,1260,Status : Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,2019-07-01 04:40:00,1570,Status : Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,2019-06-30 12:37:46,1400,Status : Siaga 3
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,2019-07-01 05:10:00,0,Status : Normal
PS. Depok,Ciliwung,-6.40042,106.831524,2019-07-01 03:06:06,800,Status : Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,2019-07-01 03:08:08,5600,Status : Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,2019-07-01 04:16:31,300,Status : Normal
Pompa Cideng,Krukut,-6.173271,106.806351,2019-07-01 05:10:00,350,Status : Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,2019-07-01 05:10:00,2400,Status : Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,2019-07-01 03:06:33,1690,Status : Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,2019-07-01 05:10:00,1380,Status : Normal
P.A. Pluit,Waduk Pluit,-6.10907603055,106.796648987,2019-07-01 05:10:00,-1960,Status : Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,2019-07-01 03:05:17,500,Status : Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,2019-07-01 05:10:00,150,Status : Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,2019-07-01 05:10:00,420,Status : Normal
PS. Sunter Hulu,Sunter,,,2019-06-30 22:32:28,500,Status : Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,2019-07-01 05:10:00,4540,Status : Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,2019-07-01 05:00:00,280,Status : Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,2019-06-30 21:25:33,600,Status : Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,2019-07-01 04:15:44,300,Status : Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,2019-07-01 05:10:00,2640,Status : Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,2019-07-01 05:10:00,1220,Status : Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,2019-07-01 05:10:00,1520,Status : Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,2019-06-30 12:37:46,1400,Status : Siaga 3
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,2019-07-01 05:40:00,10,Status : Normal
PS. Depok,Ciliwung,-6.40042,106.831524,2019-07-01 03:06:06,800,Status : Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,2019-07-01 03:08:08,5600,Status : Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,2019-07-01 04:16:31,300,Status : Normal
Pompa Cideng,Krukut,-6.173271,106.806351,2019-07-01 05:40:00,370,Status : Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,2019-07-01 05:40:00,2400,Status : Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,2019-07-01 03:06:33,1690,Status : Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,2019-07-01 05:40:00,1370,Status : Normal
P.A. Pluit,Waduk Pluit,-6.10907603055,106.796648987,2019-07-01 05:40:00,-1960,Status : Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,2019-07-01 03:05:17,500,Status : Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,2019-07-01 05:40:00,150,Status : Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,2019-07-01 05:40:00,420,Status : Normal
PS. Sunter Hulu,Sunter,,,2019-06-30 22:32:28,500,Status : Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,2019-07-01 05:40:00,4520,Status : Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,2019-07-01 05:40:00,260,Status : Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,2019-06-30 21:25:33,600,Status : Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,2019-07-01 04:15:44,300,Status : Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,2019-07-01 05:40:00,2640,Status : Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,2019-07-01 05:40:00,1200,Status : Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,2019-07-01 05:40:00,1500,Status : Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,2019-06-30 12:37:46,1400,Status : Siaga 3
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,2019-07-01 06:10:00,0,Status : Normal
PS. Depok,Ciliwung,-6.40042,106.831524,2019-07-01 03:06:06,800,Status : Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,2019-07-01 03:08:08,5600,Status : Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,2019-07-01 05:00:00,300,Status : Normal
Pompa Cideng,Krukut,-6.173271,106.806351,2019-07-01 06:10:00,380,Status : Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,2019-07-01 06:10:00,2400,Status : Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,2019-07-01 05:00:10,1400,Status : Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,2019-07-01 06:00:00,1370,Status : Normal
P.A. Pluit,Waduk Pluit,-6.10907603055,106.796648987,2019-07-01 06:10:00,-1960,Status : Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,2019-07-01 05:00:10,500,Status : Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,2019-07-01 06:10:00,140,Status : Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,2019-07-01 06:10:00,-420,Status : Normal
PS. Sunter Hulu,Sunter,,,2019-06-30 22:32:28,500,Status : Normal
