nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,2019-05-31 23:40:00,0,Status : Normal
PS. Depok,Ciliwung,-6.40042,106.831524,2019-05-31 23:07:48,900,Status : Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,2019-05-31 23:00:10,5800,Status : Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,2019-05-31 23:00:09,300,Status : Normal
Pompa Cideng,Krukut,-6.173271,106.806351,2019-05-31 23:40:00,210,Status : Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,2019-05-31 23:20:00,2610,Status : Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,2019-05-31 23:00:19,2100,Status : Siaga 2
Pompa Pasar Ikan,Laut,-6.126132,106.809783,2019-05-31 23:40:00,2060,Status : Siaga 2
P.A. Pluit,Waduk Pluit,-6.10907603055,106.796648987,2019-05-31 23:40:00,-1980,Status : Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,2019-05-31 23:40:00,530,Status : Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,2019-05-31 23:40:00,340,Status : Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,2019-05-31 23:40:00,240,Status : Normal
PS. Sunter Hulu,Sunter,,,2019-05-31 22:14:40,600,Status : Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,2019-05-31 23:40:00,4580,Status : Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,2019-05-31 23:40:00,830,Status : Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,2019-05-31 20:46:42,650,Status : Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,2019-05-31 23:40:00,1830,Status : Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,2019-05-31 23:40:00,2480,Status : Normal
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,2019-05-31 23:40:00,1750,Status : Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,2019-05-31 23:40:00,2150,Status : Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,2019-05-31 20:50:00,1560,Status : Siaga 3
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,2019-06-01 00:10:00,0,Status : Normal
PS. Depok,Ciliwung,-6.40042,106.831524,2019-05-31 23:07:48,900,Status : Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,2019-05-31 23:00:10,5800,Status : Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,2019-05-31 23:00:09,300,Status : Normal
Pompa Cideng,Krukut,-6.173271,106.806351,2019-06-01 00:10:00,220,Status : Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,2019-06-01 00:10:00,2600,Status : Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,2019-05-31 23:00:19,2100,Status : Siaga 2
Pompa Pasar Ikan,Laut,-6.126132,106.809783,2019-06-01 00:10:00,2030,Status : Siaga 2
P.A. Pluit,Waduk Pluit,-6.10907603055,106.796648987,2019-06-01 00:10:00,-1980,Status : Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,2019-06-01 00:10:00,530,Status : Normal
