nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
Bendung. Cibalok - Gadog,Ciliwung,-6.653417,106.869551,2021-08-01 01:10:00,50,Status : Normal
Bendung. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,2021-08-01 01:20:00,560,Status : Normal
PS. Depok,Ciliwung,-6.400514,106.832143,2021-08-01 01:20:00,1430,Status : Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,2021-08-01 01:20:00,5860,Status : Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,2021-08-01 01:20:00,1320,Status : Normal
Pompa Cideng,Cideng Siantar,-6.173271,106.806351,2021-08-01 01:20:00,250,Status : Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,2021-08-01 01:20:00,2930,Status : Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,2021-08-01 01:20:00,1750,Status : Siaga 3
Pompa Pasar Ikan,Laut,-6.126132,106.809783,2021-07-31 23:00:00,1980,Status : Siaga 3
Pompa. Pluit,Waduk Pluit,-6.109642,106.796954,2021-08-01 01:20:00,-1920,Status : Normal
PS. Pesanggrahan,Pesanggrahan,-6.397111,106.771825,2021-08-01 01:20:00,2050,Status : Siaga 3
PS. Angke Hulu,Angke,-6.220047,106.694137,2021-08-01 01:20:00,1630,Status : Siaga 3
PS. Sunter Hulu,Sunter,-6.31792,106.920901,2021-08-01 01:20:00,960,Status : Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,2021-08-01 01:20:00,3390,Status : Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,2021-08-01 01:20:00,730,Status : Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,2021-08-01 01:20:00,1460,Status : Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,2021-07-30 14:00:00,600,Status : Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,2021-08-01 01:20:00,1730,Status : Normal
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,2021-08-01 01:20:00,1090,Status : Normal
P.A. Flusing Ancol,Ciliwung,-6.129859,106.831254,2021-08-01 01:20:00,1820,Status : Siaga 3
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,2021-08-01 01:20:00,2460,Status : Siaga 3
Bendung. Cibalok - Gadog,Ciliwung,-6.653417,106.869551,2021-08-01 01:50:00,50,Status : Normal
Bendung. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,2021-08-01 01:50:00,540,Status : Normal
PS. Depok,Ciliwung,-6.400514,106.832143,2021-08-01 01:50:00,1340,Status : Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,2021-08-01 01:50:00,6120,Status : Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,2021-08-01 01:50:00,1320,Status : Normal
Pompa Cideng,Cideng Siantar,-6.173271,106.806351,2021-08-01 01:50:00,260,Status : Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,2021-08-01 01:50:00,2950,Status : Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,2021-08-01 01:50:00,1720,Status : Siaga 3
Pompa Pasar Ikan,Laut,-6.126132,106.809783,2021-08-01 00:00:00,1900,Status : Siaga 3
Pompa. Pluit,Waduk Pluit,-6.109642,106.796954,2021-08-01 01:50:00,-1930,Status : Normal
PS. Pesanggrahan,Pesanggrahan,-6.397111,106.771825,2021-08-01 01:50:00,2090,Status : Siaga 3
PS. Angke Hulu,Angke,-6.220047,106.694137,2021-08-01 01:50:00,1650,Status : Siaga 3
PS. Sunter Hulu,Sunter,-6.31792,106.920901,2021-08-01 01:50:00,960,Status : Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,2021-08-01 01:50:00,3390,Status : Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,2021-08-01 01:50:00,710,Status : Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,2021-08-01 01:50:00,1420,Status : Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,2021-07-30 14:00:00,600,Status : Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,2021-08-01 01:50:00,1730,Status : Normal
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,2021-08-01 01:50:00,1060,Status : Normal
P.A. Flusing Ancol,Ciliwung,-6.129859,106.831254,2021-08-01 01:50:00,1780,Status : Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,2021-08-01 01:50:00,2450,Status : Siaga 3
Bendung. Cibalok - Gadog,Ciliwung,-6.653417,106.869551,2021-08-01 02:20:00,50,Status : Normal
Bendung. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,2021-08-01 02:20:00,570,Status : Normal
PS. Depok,Ciliwung,-6.400514,106.832143,2021-08-01 02:20:00,1260,Status : Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,2021-08-01 02:20:00,6440,Status : Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,2021-08-01 02:20:00,1320,Status : Normal
Pompa Cideng,Cideng Siantar,-6.173271,106.806351,2021-08-01 02:20:00,260,Status : Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,2021-08-01 02:20:00,2960,Status : Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,2021-08-01 02:20:00,1680,Status : Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,2021-08-01 02:00:00,1700,Status : Siaga 3
Pompa. Pluit,Waduk Pluit,-6.109642,106.796954,2021-08-01 02:20:00,-1940,Status : Normal
PS. Pesanggrahan,Pesanggrahan,-6.397111,106.771825,2021-08-01 02:10:00,2110,Status : Siaga 3
PS. Angke Hulu,Angke,-6.220047,106.694137,2021-08-01 02:20:00,1660,Status : Siaga 3
PS. Sunter Hulu,Sunter,-6.31792,106.920901,2021-08-01 02:20:00,960,Status : Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,2021-08-01 02:20:00,3390,Status : Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,2021-08-01 02:00:00,710,Status : Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,2021-08-01 02:20:00,1360,Status : Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,2021-07-30 14:00:00,600,Status : Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,2021-08-01 02:20:00,1730,Status : Normal
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,2021-08-01 02:20:00,1040,Status : Normal
P.A. Flusing Ancol,Ciliwung,-6.129859,106.831254,2021-08-01 02:20:00,1750,Status : Normal
